C¢digo de Barras;Tipo de Produto;Descriá∆o;Preáo de Custo;Preáo Venda Varejo;Unidade;Ativo;Categoria do Produto;Subcategoria do Produto;Movimenta Estoque;Estoque m°nimo;Quantidade em Estoque;Marca;Modelo;C¢digo Balanáa;C¢digo Interno;Tags;Tipo;NCM;Origem;CEST;Categoria PDV;Bot∆o PDV;Categoria na Loja Virtual;Subcategoria na Loja Virtual;Nome na Loja Virtual;Preáo De;Preáo Por;Altura (cm);Largura (cm);Profundidade (cm);Peso (Kg);Descriá∆o do Produto;Garantia;Itens Inclusos;Especificaá‰es
7,90E+12;Produto;CHIC TRIDENT 8G MENTA;0.99;2.50;Unidade;Sim;;;Sim;5.000;-950.000;ALIAR DISTRIBUIDORA;;;400142;;Mercadoria para Revenda;21069050;NACIONAL;;;;;;;0.00;2.50;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;CHIC TRIDENT 8G MORANGO;0.95;2.50;Unidade;Sim;;;Sim;5.000;-106.000;ALIAR DISTRIBUIDORA;;;400180;;Mercadoria para Revenda;21069050;NACIONAL;;;;;;;0.00;2.50;0.000;0.000;0.000;0.000;;;;
7,89E+12;Produto;CHOC TABL TALENTO 90GR AVELA;4.01;5.99;Unidade;Sim;;;Sim;5.000;3.000;ALIAR DISTRIBUIDORA;;;8218923;;Mercadoria para Revenda;18063210;NACIONAL;1700300;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;COGUMELO PRAMESA 100G CHAMPIG INT SACHE;4.19;6.29;Unidade;Sim;;;Sim;4.000;24.000;ALIAR DISTRIBUIDORA;;;6014106;;Mercadoria para Revenda;20031000;NACIONAL;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
1,79E+13;Produto;ERVILHA MINAS MAIS 200GR SACHE STAND UP;1.84;2.69;Unidade;Sim;;;Sim;5.000;32.000;ALIAR DISTRIBUIDORA;;;8210921;;Mercadoria para Revenda;20054000;NACIONAL;1709200;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
1,79E+13;Produto;ESPETO P/CHURRASCO GABOARDI 50UN 25CM;1.97;2.99;Unidade;Sim;;;Sim;5.000;10.000;ALIAR DISTRIBUIDORA;;;9200247;;Mercadoria para Revenda;44219100;ESTRANG-ADQUIRIDA NO MERC.INT.;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
1,79E+13;Produto;FARINHA LACTEA NESTLE 400GR LT;7.59;12.00;Unidade;Sim;;;Sim;1.000;10.000;ALIAR DISTRIBUIDORA;;;25212;;Mercadoria para Revenda;19011020;NACIONAL;1701300;;;;;;0.00;12.00;0.000;0.000;0.000;0.000;;;;
1,79E+13;Produto;FILME PVC BOREDA 28CMX15M TRANSP;2.38;3.49;Unidade;Sim;;;Sim;3.000;12.000;ALIAR DISTRIBUIDORA;;;4700387;;Mercadoria para Revenda;39201010;NACIONAL;1901500;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,89E+12;Produto;FILTRO PAP MELITTA AROMA MAX 103 30UN;2.76;3.99;Unidade;Sim;;;Sim;2.000;6.000;ALIAR DISTRIBUIDORA;;;1001960;;Mercadoria para Revenda;48232099;NACIONAL;1401100;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
70330631335;Produto;ISQUEIRO BIC MAXI CARTELA;139.51;250.00;Unidade;N∆o;;;Sim;0.000;57.000;ALIAR DISTRIBUIDORA;;;;;Mercadoria para Revenda;96131000;NACIONAL;;;;;;;0.00;250.00;0.000;0.000;0.000;0.000;;;;
1,79E+13;Produto;KETCHUP CHAPADAO 370G TRAD;1.72;2.49;Unidade;Sim;;;Sim;5.000;22.000;ALIAR DISTRIBUIDORA;;;1082402;;Mercadoria para Revenda;21032010;NACIONAL;1703400;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
1,79E+13;Produto;LEITE COCO DUCOCO 500ML VIDRO;6.89;9.99;Unidade;Sim;;;Sim;5.000;12.000;ALIAR DISTRIBUIDORA;;;6601832;;Mercadoria para Revenda;20098990;NACIONAL;1701000;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
1,79E+13;Produto;LEITE COND PIRACANJUBA 270GR TP;2.86;3.99;Unidade;Sim;;;Sim;6.000;24.000;ALIAR DISTRIBUIDORA;;;5152016;;Mercadoria para Revenda;;NACIONAL;1702000;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,89E+12;Produto;LEITE PO NINHO 400GR 1+ FASES;13.86;19.99;Unidade;Sim;;;Sim;2.000;11.000;ALIAR DISTRIBUIDORA;;;10001080;;Mercadoria para Revenda;19011010;NACIONAL;1701400;;;;;;0.00;19.99;0.000;0.000;0.000;0.000;;;;
1,79E+13;Produto;MILHO VDE MINAS MAIS 170G SACHE;1.86;2.69;Unidade;Sim;;;Sim;6.000;32.000;ALIAR DISTRIBUIDORA;;;8216947;;Mercadoria para Revenda;20058000;NACIONAL;1709200;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
3,79E+13;Produto;MOLHO PIMENTA VERM KNORR 150ML;3.80;5.29;Unidade;Sim;;;Sim;4.000;24.000;ALIAR DISTRIBUIDORA;;;30730;;Mercadoria para Revenda;21039021;NACIONAL;1703500;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
1,79E+13;Produto;MOLHO TOM PREDILECTA 340G REFOG TRAD SACHE;1.02;1.49;Unidade;Sim;;;Sim;5.000;24.000;ALIAR DISTRIBUIDORA;;;2304427;;Mercadoria para Revenda;21032010;NACIONAL;1704100;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
1,79E+13;Produto;MOLHO TOM PREDILECTA 340GR SACH MANJERICAO;1.39;1.99;Unidade;Sim;;;Sim;0.000;0.000;ALIAR DISTRIBUIDORA;;;2304205;;Mercadoria para Revenda;21032010;NACIONAL;1704100;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
2,79E+13;Produto;MOSTARDA BONARE 190GR AMARELA;3.17;4.49;Unidade;Sim;;;Sim;4.000;12.000;ALIAR DISTRIBUIDORA;;;9900505;;Mercadoria para Revenda;21033021;NACIONAL;1703800;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;PALITO GINA 100UN;0.46;1.00;Unidade;Sim;;;Sim;10.000;2.000;ALIAR DISTRIBUIDORA;;;1020127;;Mercadoria para Revenda;44219900;NACIONAL;;;;;;;0.00;1.00;0.000;0.000;0.000;0.000;;;;
8,00E+11;Produto;PALMITO BRAS PALM INTEIRO;6.87;9.29;Unidade;Sim;;;Sim;5.000;22.000;ALIAR DISTRIBUIDORA;;;10000005;;Mercadoria para Revenda;20089100;NACIONAL;1709500;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;PALMITO BRAS PALM INTEIRO;;;
7,90E+12;Produto;PAP ALUM BOREDA 0,45CMX4MT;2.18;3.49;Unidade;Sim;;;Sim;4.000;12.000;ALIAR DISTRIBUIDORA;;;4700595;;Mercadoria para Revenda;76071990;NACIONAL;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
5,79E+13;Produto;PIPOCA MICRO YOKI 100GR MANTEIGA;1.37;1.99;Unidade;Sim;;;Sim;8.000;35.000;ALIAR DISTRIBUIDORA;;;5110167;;Mercadoria para Revenda;20081900;NACIONAL;1710600;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
5,79E+13;Produto;PIPOCA MICRO YOKI 100GR NAT C/SAL;1.37;1.99;Unidade;Sim;;;Sim;8.000;36.000;ALIAR DISTRIBUIDORA;;;5002202;;Mercadoria para Revenda;20081900;NACIONAL;1710600;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
5,79E+13;Produto;PIPOCA MICRO YOKI 100GR NATURAL;1.37;1.99;Unidade;Sim;;;Sim;8.000;36.000;ALIAR DISTRIBUIDORA;;;5110624;;Mercadoria para Revenda;20081900;NACIONAL;1710600;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;SACO P/FREEZER BOREDA 20X33CM 2KG 50UN;2.75;3.99;Unidade;Sim;;;Sim;6.000;24.000;ALIAR DISTRIBUIDORA;;;4701073;;Mercadoria para Revenda;39232190;NACIONAL;1101200;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
2,00E+12;Produto;VINHO TTO SECO CABERNET SAUVIGNON BIANCHETTI C/06 GFAS;17.00;23.99;Unidade;Sim;VINHOS;BRASIL;Sim;3.000;1.000;ADEGA BIANCHETTI;;;2,00E+12;;Mercadoria para Revenda;22042100;NACIONAL;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
2,00E+12;Produto;VINHO ESPUMANTE ROSE DEMI SEC BIANCHETTI C/06 GFAS;19.67;27.99;Unidade;Sim;ESPUMANTES;;Sim;3.000;1.000;ADEGA BIANCHETTI;;;2,00E+12;;Mercadoria para Revenda;22041010;NACIONAL;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;VINHO ESPUMANTE MOSCATEL BIANCHETTI 7898061350133;21.63;29.99;Unidade;Sim;ESPUMANTES;;Sim;3.000;-6.000;ADEGA BIANCHETTI;;;2,00E+12;;Mercadoria para Revenda;22041090;NACIONAL;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
2,00E+12;Produto;VINHO ESPUMANTE NAT. BRUT BIANCHETTI C/06 GFAS;19.67;27.99;Unidade;Sim;ESPUMANTES;;Sim;3.000;1.000;ADEGA BIANCHETTI;;;2,00E+12;;Mercadoria para Revenda;22041010;NACIONAL;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
2,00E+12;Produto;VINHO PORTAL DO SOL TINTO SECO 750 ML C/12 GFAS;8.92;14.00;Unidade;Sim;VINHOS;BRASIL;Sim;5.000;1.000;ADEGA BIANCHETTI;;;2,00E+12;;Mercadoria para Revenda;22042100;NACIONAL;;;;;;;0.00;14.00;0.000;0.000;0.000;0.000;;;;
2,00E+12;Produto;VINHO TTO SECO PETITE SYRAH ORGANICO BIANCHETTI C/06 GFAS;34.58;49.99;Unidade;Sim;VINHOS;BRASIL;Sim;3.000;1.000;ADEGA BIANCHETTI;;;2,00E+12;;Mercadoria para Revenda;22042100;NACIONAL;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
2,00E+12;Produto;VINHO TTO SECO BARBERA ORGANICO BIANCHETTI C/06 GFAS;34.58;49.99;Unidade;Sim;VINHOS;BRASIL;Sim;3.000;1.000;ADEGA BIANCHETTI;;;2,00E+12;;Mercadoria para Revenda;22042100;NACIONAL;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
2,00E+12;Produto;VINHO TTO SECO TEMPRANILLO ORGANICO BIANCHETTI C/06 GFAS;34.58;49.99;Unidade;Sim;VINHOS;BRASIL;Sim;3.000;1.000;ADEGA BIANCHETTI;;;2,00E+12;;Mercadoria para Revenda;22042100;NACIONAL;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
2,00E+12;Produto;SUCO DE UVA TINTO ORGANICO BIANCHETTI C/12GFAS DE 300ML;6.21;8.99;Unidade;Sim;ORGANICO;;Sim;4.000;-6.000;ADEGA BIANCHETTI;;;2,00E+12;;Mercadoria para Revenda;20096100;NACIONAL;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
2,00E+12;Produto;SUCO DE CANA DE ACUCAR 300 ML C/12 GFAS;5.29;7.49;Unidade;Sim;ORGANICO;;Sim;4.000;1.000;ADEGA BIANCHETTI;;;2,00E+12;;Mercadoria para Revenda;20098990;NACIONAL;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
2,00E+12;Produto;SUCO DE UVA TINTO ORGANICO BIANCHETTI CX COM 06 UN DE 1LITRO;13.83;18.99;Unidade;Sim;ORGANICO;;Sim;4.000;2.000;ADEGA BIANCHETTI;;;2,00E+12;;Mercadoria para Revenda;20096100;NACIONAL;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,37E+11;Produto;SAL DE PARRILLA 500G;10.90;17.99;Unidade;Sim;ACESSORIOS CHURRASCO;;Sim;2.000;20.000;CANTAGALLO;;;472120;;Mercadoria para Revenda;25010090;NACIONAL;;;;;;;0.00;17.99;0.000;0.000;0.000;0.000;;;;
7,37E+11;Produto;FAROFA COSTELA;7.90;15.00;Unidade;Sim;;;Sim;0.000;105.000;CANTAGALLO;;;;;Mercadoria para Revenda;11062000;NACIONAL;;;;;;;0.00;15.00;0.000;0.000;0.000;0.000;;;;
7,37E+11;Produto;FAROFA TRADICIONAL;7.90;15.00;Unidade;Sim;;;Sim;0.000;55.000;CANTAGALLO;;;;;Mercadoria para Revenda;11062000;NACIONAL;;;;;;;0.00;15.00;0.000;0.000;0.000;0.000;;;;
7,37E+11;Produto;BARBECUE ORIGINAL 300G;12.90;19.99;Unidade;Sim;;;Sim;0.000;45.000;CANTAGALLO;;;;;Mercadoria para Revenda;21039021;NACIONAL;1703500;;;;;;0.00;19.99;0.000;0.000;0.000;0.000;;;;
7,37E+11;Produto;SWEET CHILLI 300G;11.90;19.99;Unidade;Sim;;;Sim;0.000;63.000;CANTAGALLO;;;;;Mercadoria para Revenda;21039021;NACIONAL;1703500;;;;;;0.00;19.99;0.000;0.000;0.000;0.000;;;;
7,37E+11;Produto;SWEET GINGER 300G;11.50;17.99;Unidade;Sim;;;Sim;0.000;13.000;CANTAGALLO;;;;;Mercadoria para Revenda;21039021;NACIONAL;1703500;;;;;;0.00;17.99;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;MOLHO CHIMICHURRI 200G;15.90;24.99;Unidade;Sim;ACESSORIOS CHURRASCO;;Sim;4.000;8.000;CANTAGALLO;;;784170;;Mercadoria para Revenda;21039021;NACIONAL;1703500;;;;;;0.00;24.99;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;MOLHO CHIMICHURRI C/ PIMENTA 200G;15.90;24.99;Unidade;Sim;ACESSORIOS CHURRASCO;;Sim;4.000;8.000;CANTAGALLO;;;784095;;Mercadoria para Revenda;21039021;NACIONAL;1703500;;;;;;0.00;24.99;0.000;0.000;0.000;0.000;;;;
7,37E+11;Produto;SAL ROSA DO HIMALAIA FINO 500G (NOVA EMBALAGEM);7.50;10.99;Unidade;Sim;;;Sim;0.000;8.000;CANTAGALLO;;;;;Mercadoria para Revenda;25010090;NACIONAL;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,37E+11;Produto;SAL ROSA DO HIMALAIA GROSSO 500G (NOVA EMBALAGEM);8.15;11.99;Unidade;Sim;;;Sim;0.000;8.000;CANTAGALLO;;;;;Mercadoria para Revenda;25010090;NACIONAL;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;SAL GROSSO E CHIMICHURRI 900G;15.90;22.99;Unidade;Sim;ACESSORIOS CHURRASCO;;Sim;4.000;22.000;CANTAGALLO;;;784163;;Mercadoria para Revenda;25010090;NACIONAL;;;;;;;0.00;22.99;0.000;0.000;0.000;0.000;;;;
7,37E+11;Produto;SAL GROSSO E CHIMICHURRI 500G;11.90;18.00;Unidade;Sim;ACESSORIOS CHURRASCO;;Sim;4.000;16.000;CANTAGALLO;;;2472038;;Mercadoria para Revenda;25010090;NACIONAL;;;;;;;0.00;18.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;SAL GROSSO E ALHO 900G;15.50;22.99;Unidade;Sim;ACESSORIOS CHURRASCO;;Sim;4.000;4.000;CANTAGALLO;;;784026;;Mercadoria para Revenda;25010090;NACIONAL;;;;;;;0.00;22.99;0.000;0.000;0.000;0.000;;;;
121212145;Produto;SAL GROSSO E ALHO 500G;10.90;16.99;Unidade;N∆o;ACESSORIOS CHURRASCO;;Sim;3.000;41.000;CANTAGALLO;;;2472359;;Mercadoria para Revenda;25010090;NACIONAL;;;;;;;0.00;16.99;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;SAL GROSSO E ERVAS FINAS 900G;15.50;22.99;Unidade;Sim;ACESSORIOS CHURRASCO;;Sim;4.000;12.000;CANTAGALLO;;;784088;;Mercadoria para Revenda;25010090;NACIONAL;;;;;;;0.00;22.99;0.000;0.000;0.000;0.000;;;;
7,37E+11;Produto;SAL GROSSO E ERVAS FINAS 500G;12.50;17.99;Unidade;Sim;ACESSORIOS CHURRASCO;;Sim;4.000;22.000;CANTAGALLO;;;2472113;;Mercadoria para Revenda;25010090;NACIONAL;;;;;;;0.00;17.99;0.000;0.000;0.000;0.000;;;;
7,37E+11;Produto;SAL DE PARRILLA 1,010KG;12.50;21.99;Unidade;Sim;ACESSORIOS CHURRASCO;;Sim;4.000;17.000;CANTAGALLO;;;472205;;Mercadoria para Revenda;25010090;NACIONAL;;;;;;;0.00;21.99;0.000;0.000;0.000;0.000;;;;
7,37E+11;Produto;SAL DE PARRILLA ENTREFINO NETAO 1KG;15.90;23.99;Unidade;Sim;ACESSORIOS CHURRASCO;;Sim;3.000;3.000;CANTAGALLO;;;471499;;Mercadoria para Revenda;25010090;NACIONAL;;;;;;;0.00;23.99;0.000;0.000;0.000;0.000;;;;
7,37E+11;Produto;SAL DE PARRILLA E PIMENTA NETAO 900G;18.90;25.99;Unidade;Sim;;;Sim;0.000;22.000;CANTAGALLO;;;;;Mercadoria para Revenda;25010090;NACIONAL;;;;;;;0.00;25.99;0.000;0.000;0.000;0.000;;;;
7,37E+11;Produto;KIT NETAO CAIXA 500G;29.00;42.99;Unidade;Sim;;;Sim;2.000;18.000;CANTAGALLO;;;;;Mercadoria para Revenda;25010090;NACIONAL;;;;;;;0.00;42.99;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;DRY RUB 160G;14.90;22.99;Unidade;Sim;ACESSORIOS CHURRASCO;;Sim;4.000;7.000;CANTAGALLO;;;784194;;Mercadoria para Revenda;25010090;NACIONAL;;;;;;;0.00;22.99;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;ALHO FRITO 90G;9.90;15.99;Unidade;Sim;ACESSORIOS CHURRASCO;;Sim;4.000;8.000;CANTAGALLO;;;784347;;Mercadoria para Revenda;;NACIONAL;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;CHIMICHURRI EM FLOCOS 80G;7.90;12.99;Unidade;Sim;ACESSORIOS CHURRASCO;;Sim;4.000;8.000;CANTAGALLO;;;784330;;Mercadoria para Revenda;;NACIONAL;;;;;;;0.00;12.99;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;LEMON PEPPER 180G;12.60;17.99;Unidade;Sim;ACESSORIOS CHURRASCO;;Sim;4.000;4.000;CANTAGALLO;;;784354;;Mercadoria para Revenda;;NACIONAL;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;PAPRICA DEFUMADA 110G;13.20;19.99;Unidade;Sim;ACESSORIOS CHURRASCO;;Sim;4.000;8.000;CANTAGALLO;;;784279;;Mercadoria para Revenda;;NACIONAL;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;SAL ROSA DO HIMALAIA COM MOEDOR 110G;11.90;19.99;Unidade;Sim;ACESSORIOS CHURRASCO;;Sim;4.000;6.000;CANTAGALLO;;;784040;;Mercadoria para Revenda;25010090;NACIONAL;;;;;;;0.00;19.99;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;PIMENTA DO REINO COM MOEDOR 50G;11.90;19.99;Unidade;Sim;ACESSORIOS CHURRASCO;;Sim;4.000;8.000;CANTAGALLO;;;784125;;Mercadoria para Revenda;;NACIONAL;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;MIX DE PIMENTAS COM MOEDOR 50G;13.90;19.99;Unidade;Sim;ACESSORIOS CHURRASCO;;Sim;4.000;5.000;CANTAGALLO;;;784286;;Mercadoria para Revenda;;NACIONAL;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,37E+11;Produto;CHAVEIRO DE PICANHA;19.90;40.00;Unidade;Sim;;;Sim;0.000;3.000;CANTAGALLO;;;;;Mercadoria para Revenda;97030000;NACIONAL;;;;;;;0.00;40.00;0.000;0.000;0.000;0.000;;;;
7,37E+11;Produto;CHAVEIRO DE T-BONE;29.90;40.00;Unidade;Sim;;;Sim;0.000;7.000;CANTAGALLO;;;;;Mercadoria para Revenda;97030000;NACIONAL;;;;;;;0.00;40.00;0.000;0.000;0.000;0.000;;;;
7,37E+11;Produto;CHAVEIRO DE COSTELINHA BBQ;24.90;40.00;Unidade;Sim;;;Sim;0.000;3.000;CANTAGALLO;;;;;Mercadoria para Revenda;97030000;NACIONAL;;;;;;;0.00;40.00;0.000;0.000;0.000;0.000;;;;
8,00E+13;Produto;DISPLAY CHAVEIROS;29.90;40.00;Unidade;Sim;CHAVEIROS;;Sim;1.000;1.000;CANTAGALLO;;;21353;;Mercadoria para Revenda;97030000;NACIONAL;;;;;;;0.00;40.00;0.000;0.000;0.000;0.000;;;;
7,37E+11;Produto;ABRIDOR DE PAREDE (PRETO);36.90;50.00;Unidade;Sim;;;Sim;0.000;53.000;CANTAGALLO;;;;;Mercadoria para Revenda;82055100;NACIONAL;;;;;;;0.00;50.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;BRISKET RUB 250G;19.90;28.99;Unidade;Sim;ACESSORIOS CHURRASCO;;Sim;3.000;-2.000;CANTAGALLO;;;784583;;Mercadoria para Revenda;21039021;NACIONAL;1703500;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;CHICKEN RUB 220G;19.90;28.99;Unidade;Sim;ACESSORIOS CHURRASCO;;Sim;3.000;4.000;CANTAGALLO;;;784576;;Mercadoria para Revenda;21039021;NACIONAL;1703500;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;PORK RUB 250G;19.90;28.99;Unidade;Sim;ACESSORIOS CHURRASCO;;Sim;3.000;0.000;CANTAGALLO;;;784569;;Mercadoria para Revenda;21039021;NACIONAL;1703500;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;STEAK RUB 140G;18.90;27.99;Unidade;Sim;ACESSORIOS CHURRASCO;;Sim;3.000;3.000;CANTAGALLO;;;784590;;Mercadoria para Revenda;21039021;NACIONAL;1703500;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;CAJUN SEASONING 320G;19.90;28.99;Unidade;Sim;ACESSORIOS CHURRASCO;;Sim;3.000;4.000;CANTAGALLO;;;784606;;Mercadoria para Revenda;21039021;NACIONAL;1703500;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,37E+11;Produto;KIT TRIDENTE TEXAS COM BAINHA;74.90;120.00;Unidade;Sim;;;Sim;0.000;2.000;CANTAGALLO;;;;;Mercadoria para Revenda;82159910;NACIONAL;;;;;;;0.00;120.00;0.000;0.000;0.000;0.000;;;;
7,37E+11;Produto;KIT GARRA DE URSO PRATA COM BASE;82.00;115.00;Unidade;Sim;;;Sim;0.000;16.000;CANTAGALLO;;;;;Mercadoria para Revenda;82159910;NACIONAL;;;;;;;0.00;115.00;0.000;0.000;0.000;0.000;;;;
7,37E+11;Produto;KIT TRIDENTE TEXAS COM BASE;59.90;99.99;Unidade;Sim;;;Sim;0.000;2.000;CANTAGALLO;;;;;Mercadoria para Revenda;82159910;NACIONAL;;;;;;;0.00;99.99;0.000;0.000;0.000;0.000;;;;
7,37E+11;Produto;KIT MINI TRIDENTE COM BASE;69.90;99.99;Unidade;Sim;;;Sim;0.000;3.000;CANTAGALLO;;;;;Mercadoria para Revenda;82159910;NACIONAL;;;;;;;0.00;99.99;0.000;0.000;0.000;0.000;;;;
7,37E+11;Produto;KIT TRIDENTE BODE COM BASE;64.90;99.99;Unidade;Sim;;;Sim;0.000;0.000;CANTAGALLO;;;;;Mercadoria para Revenda;82159910;NACIONAL;;;;;;;0.00;99.99;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;TARANTELLA SACHE BOLONHESA;1.45;2.09;Unidade;Sim;;;N∆o;0.000;0.000;ALIAR DISTRIBUIDORA;;;;;;21032010;;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
70330631335;Produto;ISQUEIRO BIC MAXI CARTELA;3.87;5.00;Unidade;N∆o;;;Sim;5.000;-158.000;ALIAR DISTRIBUIDORA;;;631335;;Mercadoria para Revenda;96131000;NACIONAL;;;;;;;0.00;5.00;0.000;0.000;0.000;0.000;;;;
7,37E+11;Produto;KIT NETAO CAIXA 500G;29.00;42.99;Unidade;Sim;ACESSORIOS CHURRASCO;;Sim;3.000;-14.000;CANTAGALLO;;;471468;;Mercadoria para Revenda;25010090;NACIONAL;;;;;;;0.00;42.99;0.000;0.000;0.000;0.000;;;;
7,37E+11;Produto;SAL DE PARRILLA ENTREFINO NETAO 1KG;16.90;23.99;Unidade;Sim;ACESSORIOS CHURRASCO;;Sim;4.000;-4.000;CANTAGALLO;;;471499;;Mercadoria para Revenda;25010090;NACIONAL;;;;;;;0.00;23.99;0.000;0.000;0.000;0.000;;;;
7,37E+11;Produto;FAROFA COSTELA;9.50;15.00;Unidade;Sim;ACESSORIOS CHURRASCO;;Sim;5.000;-37.000;CANTAGALLO;;;471727;;Mercadoria para Revenda;11062000;NACIONAL;;;;;;;0.00;15.00;0.000;0.000;0.000;0.000;;;;
585664;Produto;SAL DE PARRILLA E PIMENTA NETAO 900G;15.90;25.99;Unidade;N∆o;ACESSORIOS CHURRASCO;;Sim;4.000;-5.000;CANTAGALLO;;;471765;;Mercadoria para Revenda;25010090;NACIONAL;;;;;;;0.00;25.99;0.000;0.000;0.000;0.000;;;;
7,37E+11;Produto;FAROFA TRADICIONAL;7.50;15.00;Unidade;Sim;ACESSORIOS CHURRASCO;;Sim;5.000;-12.000;CANTAGALLO;;;471871;;Mercadoria para Revenda;11062000;NACIONAL;;;;;;;0.00;15.00;0.000;0.000;0.000;0.000;;;;
7,37E+11;Produto;KIT MINI TRIDENTE COM BASE;59.90;99.99;Unidade;Sim;ACESSORIOS CHURRASCO;;Sim;1.000;-4.000;CANTAGALLO;;;471925;;Mercadoria para Revenda;82159910;NACIONAL;;;;;;;0.00;99.99;0.000;0.000;0.000;0.000;;;;
7,37E+11;Produto;SAL ROSA DO HIMALAIA GROSSO 500G (NOVA EMBALAGEM);8.15;11.99;Unidade;Sim;ACESSORIOS CHURRASCO;;Sim;4.000;-4.000;CANTAGALLO;;;471994;;Mercadoria para Revenda;25010090;NACIONAL;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
15545585;Produto;SAL GROSSO E CHIMICHURRI 500G;9.90;16.99;Unidade;N∆o;ACESSORIOS CHURRASCO;;Sim;4.000;-13.000;CANTAGALLO;;;472038;;Mercadoria para Revenda;25010090;NACIONAL;;;;;;;0.00;16.99;0.000;0.000;0.000;0.000;;;;
7,37E+11;Produto;KIT TRIDENTE TEXAS COM BAINHA;74.90;99.99;Unidade;Sim;ACESSORIOS CHURRASCO;;Sim;1.000;-1.000;CANTAGALLO;;;472076;;Mercadoria para Revenda;82159910;NACIONAL;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,37E+11;Produto;KIT TRIDENTE BODE COM BASE;64.90;99.99;Unidade;Sim;ACESSORIOS CHURRASCO;;Sim;1.000;-2.000;CANTAGALLO;;;472106;;Mercadoria para Revenda;82159910;NACIONAL;;;;;;;0.00;99.99;0.000;0.000;0.000;0.000;;;;
